X,CH1,CH2,CH3,,
Sequence,Volt,Volt,Volt,Start,Increment
530,1.12E+00,7.00E+00,0.00E+00,,
531,-1.12E+00,8.80E+00,-3.00E-01,,
532,1.04E+00,7.00E+00,-2.00E-01,,
533,-1.12E+00,9.00E+00,0.00E+00,,
534,-1.12E+00,8.60E+00,0.00E+00,,
535,8.00E-01,6.40E+00,-3.00E-01,,
536,1.20E+00,9.20E+00,0.00E+00,,
537,-1.76E+00,6.40E+00,-3.00E-01,,
538,1.04E+00,8.60E+00,-3.00E-01,,
539,-1.44E+00,6.40E+00,0.00E+00,,
540,1.28E+00,8.80E+00,0.00E+00,,
541,-1.12E+00,7.00E+00,-3.00E-01,,
542,-1.44E+00,9.00E+00,-2.00E-01,,
543,1.36E+00,6.40E+00,0.00E+00,,
544,-1.12E+00,6.60E+00,-3.00E-01,,
545,1.12E+00,9.20E+00,0.00E+00,,
546,1.04E+00,8.80E+00,0.00E+00,,
547,-1.68E+00,6.40E+00,-3.00E-01,,
548,-1.68E+00,6.60E+00,-3.00E-01,,
549,9.60E-01,8.40E+00,0.00E+00,,
550,-1.12E+00,7.20E+00,-1.00E-01,,
551,8.00E-01,9.00E+00,-3.00E-01,,
552,-1.60E+00,9.00E+00,0.00E+00,,
553,1.12E+00,6.80E+00,-3.00E-01,,
554,-1.20E+00,7.20E+00,-3.00E-01,,
555,1.12E+00,9.20E+00,0.00E+00,,
556,1.04E+00,7.20E+00,0.00E+00,,
557,-1.04E+00,9.40E+00,-3.00E-01,,
558,-1.12E+00,9.20E+00,-3.00E-01,,
559,1.28E+00,7.00E+00,0.00E+00,,
560,2.40E-01,8.60E+00,0.00E+00,,
561,-1.60E+00,6.60E+00,-3.00E-01,,
562,6.40E-01,9.60E+00,-2.00E-01,,
563,-1.20E+00,7.20E+00,0.00E+00,,
564,-1.04E+00,9.40E+00,-3.00E-01,,
565,1.12E+00,6.80E+00,0.00E+00,,
566,1.36E+00,9.60E+00,0.00E+00,,
567,-1.44E+00,6.80E+00,-3.00E-01,,
568,8.80E-01,9.00E+00,-3.00E-01,,
569,-1.20E+00,7.00E+00,0.00E+00,,
570,-1.12E+00,7.20E+00,0.00E+00,,
571,1.28E+00,9.40E+00,-3.00E-01,,
572,8.80E-01,9.20E+00,-3.00E-01,,
573,-8.80E-01,7.20E+00,0.00E+00,,
574,-1.12E+00,7.40E+00,0.00E+00,,
575,1.12E+00,9.00E+00,-3.00E-01,,
576,8.00E-01,9.20E+00,0.00E+00,,
577,-1.12E+00,7.40E+00,-3.00E-01,,
578,7.20E-01,9.60E+00,-3.00E-01,,
579,-1.12E+00,7.40E+00,0.00E+00,,
580,1.20E+00,9.20E+00,0.00E+00,,
581,-1.36E+00,6.60E+00,-3.00E-01,,
582,1.36E+00,9.40E+00,-3.00E-01,,
583,-1.20E+00,7.40E+00,0.00E+00,,
584,1.36E+00,7.80E+00,-3.00E-01,,
585,-1.20E+00,9.20E+00,0.00E+00,,
586,-1.20E+00,9.20E+00,0.00E+00,,
587,1.28E+00,7.20E+00,-3.00E-01,,
588,-1.20E+00,7.00E+00,-3.00E-01,,
589,1.12E+00,9.80E+00,0.00E+00,,
590,6.40E-01,7.20E+00,0.00E+00,,
591,-1.20E+00,9.60E+00,-3.00E-01,,
592,1.20E+00,9.20E+00,-3.00E-01,,
593,-1.04E+00,7.60E+00,0.00E+00,,
594,1.28E+00,9.80E+00,-3.00E-01,,
595,-1.60E+00,7.20E+00,0.00E+00,,
596,-9.60E-01,7.20E+00,0.00E+00,,
597,8.00E-01,9.20E+00,-3.00E-01,,
598,8.80E-01,7.20E+00,-3.00E-01,,
599,-1.68E+00,9.60E+00,0.00E+00,,
600,-1.28E+00,7.20E+00,0.00E+00,,
601,1.28E+00,9.60E+00,-3.00E-01,,
602,-1.20E+00,9.60E+00,0.00E+00,,
603,5.60E-01,7.60E+00,-3.00E-01,,
604,1.12E+00,7.00E+00,-1.00E-01,,
605,-1.76E+00,9.60E+00,-3.00E-01,,
606,1.28E+00,9.60E+00,0.00E+00,,
607,-1.36E+00,7.40E+00,-3.00E-01,,
608,6.40E-01,9.20E+00,-3.00E-01,,
609,-1.84E+00,7.00E+00,0.00E+00,,
610,-1.36E+00,7.60E+00,0.00E+00,,
611,1.20E+00,9.40E+00,-3.00E-01,,
612,-1.36E+00,9.60E+00,0.00E+00,,
613,1.20E+00,7.40E+00,-3.00E-01,,
614,-1.44E+00,9.80E+00,-3.00E-01,,
615,1.04E+00,7.40E+00,0.00E+00,,
616,1.12E+00,1.00E+01,0.00E+00,,
617,-1.52E+00,7.40E+00,-3.00E-01,,
618,-1.60E+00,9.60E+00,-3.00E-01,,
619,1.36E+00,7.00E+00,0.00E+00,,
620,-1.68E+00,9.60E+00,0.00E+00,,
621,1.20E+00,7.60E+00,-3.00E-01,,
622,-1.36E+00,9.80E+00,-3.00E-01,,
623,1.12E+00,7.40E+00,0.00E+00,,
624,1.28E+00,1.02E+01,-3.00E-01,,
625,-1.52E+00,7.40E+00,0.00E+00,,
626,1.12E+00,7.80E+00,0.00E+00,,
627,-1.20E+00,1.02E+01,-3.00E-01,,
628,1.12E+00,7.80E+00,-3.00E-01,,
629,-1.36E+00,1.00E+01,0.00E+00,,
630,-1.28E+00,8.00E+00,0.00E+00,,
631,1.12E+00,9.60E+00,-3.00E-01,,
632,-1.76E+00,9.60E+00,-2.00E-01,,
633,1.12E+00,7.20E+00,0.00E+00,,
634,1.12E+00,8.00E+00,-3.00E-01,,
635,-1.28E+00,1.00E+01,0.00E+00,,
636,-1.84E+00,7.40E+00,0.00E+00,,
637,5.60E-01,9.80E+00,-3.00E-01,,
638,-1.36E+00,9.20E+00,-3.00E-01,,
639,5.60E-01,8.00E+00,0.00E+00,,
640,-1.12E+00,9.60E+00,0.00E+00,,
641,1.20E+00,8.00E+00,-3.00E-01,,
642,-1.28E+00,7.80E+00,-2.00E-01,,
643,1.28E+00,1.00E+01,0.00E+00,,
644,-1.28E+00,8.20E+00,-3.00E-01,,
645,8.00E-01,9.80E+00,0.00E+00,,
646,-1.04E+00,8.20E+00,0.00E+00,,
647,8.00E-01,1.00E+01,-3.00E-01,,
648,-1.28E+00,8.20E+00,-3.00E-01,,
649,1.28E+00,9.80E+00,0.00E+00,,
650,-1.36E+00,9.80E+00,0.00E+00,,
651,1.20E+00,7.60E+00,-3.00E-01,,
652,-1.36E+00,7.60E+00,-2.00E-01,,
653,1.12E+00,9.80E+00,0.00E+00,,
654,8.80E-01,9.60E+00,-3.00E-01,,
655,-1.60E+00,7.60E+00,0.00E+00,,
656,1.20E+00,1.04E+01,0.00E+00,,
657,-1.20E+00,7.60E+00,-3.00E-01,,
658,8.00E-01,8.20E+00,-3.00E-01,,
659,-1.28E+00,9.80E+00,0.00E+00,,
660,-1.28E+00,1.02E+01,0.00E+00,,
661,1.04E+00,7.20E+00,-3.00E-01,,
662,4.00E-01,8.20E+00,-2.00E-01,,
663,-1.36E+00,9.80E+00,0.00E+00,,
664,1.12E+00,7.60E+00,0.00E+00,,
665,-1.60E+00,1.02E+01,-3.00E-01,,
666,1.12E+00,8.20E+00,0.00E+00,,
667,-1.20E+00,1.02E+01,-3.00E-01,,
668,8.80E-01,7.80E+00,-3.00E-01,,
669,-1.52E+00,1.02E+01,0.00E+00,,
670,8.80E-01,8.20E+00,0.00E+00,,
671,-1.36E+00,1.04E+01,-3.00E-01,,
672,6.40E-01,9.80E+00,-3.00E-01,,
673,-1.60E+00,8.00E+00,0.00E+00,,
674,5.60E-01,8.20E+00,-3.00E-01,,
675,-1.60E+00,9.80E+00,0.00E+00,,
676,-1.44E+00,1.02E+01,0.00E+00,,
677,5.60E-01,8.00E+00,-3.00E-01,,
678,-1.28E+00,1.06E+01,-3.00E-01,,
679,1.12E+00,8.40E+00,0.00E+00,,
680,5.60E-01,8.00E+00,0.00E+00,,
681,-1.60E+00,1.00E+01,-3.00E-01,,
682,-1.04E+00,8.20E+00,-3.00E-01,,
683,5.60E-01,1.04E+01,0.00E+00,,
684,-1.28E+00,8.20E+00,-3.00E-01,,
685,1.04E+00,1.04E+01,0.00E+00,,
686,-1.20E+00,1.02E+01,0.00E+00,,
687,1.04E+00,8.40E+00,-3.00E-01,,
688,-1.60E+00,1.04E+01,-3.00E-01,,
689,9.60E-01,8.20E+00,0.00E+00,,
690,9.60E-01,8.40E+00,0.00E+00,,
691,-1.28E+00,1.08E+01,-3.00E-01,,
692,8.00E-01,8.20E+00,-3.00E-01,,
693,-1.60E+00,1.02E+01,0.00E+00,,
694,-8.80E-01,8.20E+00,-3.00E-01,,
695,1.12E+00,1.04E+01,0.00E+00,,
696,1.04E+00,1.02E+01,0.00E+00,,
697,-1.36E+00,8.40E+00,-3.00E-01,,
698,1.04E+00,1.04E+01,-3.00E-01,,
699,-1.44E+00,8.60E+00,0.00E+00,,
700,-1.76E+00,8.20E+00,0.00E+00,,
701,6.40E-01,1.04E+01,-3.00E-01,,
702,-1.36E+00,8.40E+00,-2.00E-01,,
703,1.12E+00,1.04E+01,0.00E+00,,
704,-1.44E+00,8.80E+00,-3.00E-01,,
705,9.60E-01,1.04E+01,0.00E+00,,
706,1.04E+00,1.04E+01,0.00E+00,,
707,-1.68E+00,8.60E+00,-3.00E-01,,
708,-1.52E+00,8.60E+00,-3.00E-01,,
709,8.80E-01,1.04E+01,0.00E+00,,
710,1.04E+00,1.06E+01,0.00E+00,,
711,-1.36E+00,8.20E+00,-3.00E-01,,
712,-1.44E+00,1.04E+01,-2.00E-01,,
713,1.12E+00,8.80E+00,0.00E+00,,
714,8.00E-01,8.80E+00,-3.00E-01,,
715,-1.20E+00,1.08E+01,0.00E+00,,
716,1.04E+00,1.04E+01,0.00E+00,,
717,-1.28E+00,8.80E+00,-3.00E-01,,
718,-1.76E+00,1.04E+01,-3.00E-01,,
719,6.40E-01,8.00E+00,0.00E+00,,
720,9.60E-01,1.10E+01,0.00E+00,,
721,-1.92E+00,8.20E+00,-3.00E-01,,
722,9.60E-01,1.10E+01,-3.00E-01,,
723,-1.36E+00,8.80E+00,0.00E+00,,
724,-1.52E+00,8.80E+00,-3.00E-01,,
725,1.04E+00,1.04E+01,0.00E+00,,
726,9.60E-01,8.80E+00,0.00E+00,,
727,-1.28E+00,1.04E+01,-3.00E-01,,
728,9.60E-01,1.10E+01,-3.00E-01,,
729,-1.76E+00,8.20E+00,0.00E+00,,
730,2.40E-01,8.40E+00,0.00E+00,,
731,-1.76E+00,1.02E+01,-3.00E-01,,
732,-2.00E+00,8.20E+00,-3.00E-01,,
733,1.04E+00,1.08E+01,0.00E+00,,
734,-2.00E+00,8.20E+00,-3.00E-01,,
735,6.40E-01,1.08E+01,0.00E+00,,
736,-1.84E+00,8.20E+00,-1.00E-01,,
737,1.04E+00,1.06E+01,-3.00E-01,,
738,-1.12E+00,9.00E+00,-3.00E-01,,
739,8.80E-01,1.10E+01,0.00E+00,,
740,-1.92E+00,9.00E+00,0.00E+00,,
741,6.40E-01,1.08E+01,-3.00E-01,,
742,9.60E-01,1.10E+01,-2.00E-01,,
743,-1.36E+00,8.40E+00,0.00E+00,,
744,-1.60E+00,8.80E+00,-3.00E-01,,
745,1.04E+00,1.08E+01,0.00E+00,,
746,-2.00E+00,1.04E+01,0.00E+00,,
747,6.40E-01,8.60E+00,-3.00E-01,,
748,6.40E-01,1.08E+01,-3.00E-01,,
749,-1.36E+00,8.80E+00,0.00E+00,,
750,7.20E-01,1.08E+01,0.00E+00,,
751,-1.52E+00,9.20E+00,-3.00E-01,,
752,8.80E-01,1.10E+01,-2.00E-01,,
753,-1.92E+00,8.60E+00,0.00E+00,,
754,1.04E+00,9.20E+00,-3.00E-01,,
755,-1.44E+00,1.10E+01,0.00E+00,,
756,9.60E-01,1.14E+01,0.00E+00,,
757,-2.00E+00,8.40E+00,-3.00E-01,,
758,-1.52E+00,1.12E+01,-3.00E-01,,
759,9.60E-01,9.00E+00,0.00E+00,,
760,3.20E-01,1.08E+01,0.00E+00,,
761,-1.92E+00,8.40E+00,-3.00E-01,,
762,4.80E-01,1.14E+01,-2.00E-01,,
763,-2.08E+00,8.60E+00,0.00E+00,,
764,-1.44E+00,9.20E+00,-3.00E-01,,
765,1.60E-01,1.08E+01,0.00E+00,,
766,4.80E-01,8.60E+00,0.00E+00,,
767,-2.08E+00,1.06E+01,-3.00E-01,,
768,1.04E+00,1.10E+01,-3.00E-01,,
769,-1.60E+00,9.00E+00,0.00E+00,,
770,-1.44E+00,9.20E+00,0.00E+00,,
771,9.60E-01,1.10E+01,-3.00E-01,,
772,3.20E-01,9.40E+00,-2.00E-01,,
773,-1.60E+00,1.10E+01,0.00E+00,,
774,8.00E-02,1.10E+01,0.00E+00,,
775,-1.52E+00,9.20E+00,-3.00E-01,,
776,-2.08E+00,8.80E+00,0.00E+00,,
777,4.00E-01,1.12E+01,-3.00E-01,,
778,-2.08E+00,9.00E+00,-3.00E-01,,
779,9.60E-01,1.10E+01,0.00E+00,,
780,1.60E-01,9.20E+00,0.00E+00,,
781,-1.76E+00,1.10E+01,-3.00E-01,,
782,-1.52E+00,9.40E+00,-2.00E-01,,
783,1.04E+00,1.12E+01,0.00E+00,,
784,-1.60E+00,9.40E+00,-3.00E-01,,
785,1.04E+00,1.14E+01,0.00E+00,,
786,6.40E-01,8.60E+00,0.00E+00,,
787,-1.60E+00,1.10E+01,-3.00E-01,,
788,9.60E-01,1.16E+01,-3.00E-01,,
789,-2.24E+00,8.80E+00,0.00E+00,,
790,4.80E-01,1.14E+01,0.00E+00,,
791,-1.60E+00,9.40E+00,-3.00E-01,,
792,9.60E-01,1.12E+01,-3.00E-01,,
793,-1.76E+00,9.40E+00,0.00E+00,,
794,8.80E-01,8.80E+00,0.00E+00,,
795,-2.00E+00,1.16E+01,-3.00E-01,,
796,8.80E-01,1.10E+01,0.00E+00,,
797,-1.60E+00,9.20E+00,-3.00E-01,,
798,9.60E-01,8.80E+00,-3.00E-01,,
799,-2.16E+00,1.10E+01,0.00E+00,,
800,-1.60E+00,1.16E+01,0.00E+00,,
801,6.40E-01,9.20E+00,-3.00E-01,,
802,-2.08E+00,8.80E+00,-2.00E-01,,
803,9.60E-01,1.16E+01,0.00E+00,,
804,-1.52E+00,9.40E+00,-3.00E-01,,
805,8.00E-01,1.20E+01,0.00E+00,,
806,6.40E-01,1.20E+01,0.00E+00,,
807,-2.00E+00,8.80E+00,-3.00E-01,,
808,-1.76E+00,9.40E+00,-3.00E-01,,
809,8.00E-01,1.20E+01,0.00E+00,,
810,8.00E-01,1.14E+01,0.00E+00,,
811,-1.68E+00,8.80E+00,-3.00E-01,,
812,-2.16E+00,1.14E+01,0.00E+00,,
813,8.80E-01,9.00E+00,-3.00E-01,,
814,-1.84E+00,9.40E+00,-3.00E-01,,
815,7.20E-01,1.14E+01,0.00E+00,,
816,-1.76E+00,9.00E+00,0.00E+00,,
817,6.40E-01,1.18E+01,-3.00E-01,,
818,-2.08E+00,1.14E+01,-3.00E-01,,
819,6.40E-01,9.40E+00,0.00E+00,,
820,8.00E-01,9.80E+00,0.00E+00,,
821,-1.68E+00,1.20E+01,-3.00E-01,,
822,-1.60E+00,9.60E+00,-3.00E-01,,
823,5.60E-01,1.14E+01,0.00E+00,,
824,9.60E-01,9.40E+00,-3.00E-01,,
825,-1.76E+00,1.20E+01,0.00E+00,,
826,-1.44E+00,1.16E+01,-3.00E-01,,
827,8.80E-01,9.40E+00,0.00E+00,,
828,4.00E-01,1.16E+01,-3.00E-01,,
829,-1.68E+00,9.40E+00,0.00E+00,,
830,-1.68E+00,1.14E+01,0.00E+00,,
831,6.40E-01,9.60E+00,-3.00E-01,,
832,-1.60E+00,9.00E+00,-3.00E-01,,
833,2.40E-01,1.14E+01,0.00E+00,,
834,5.60E-01,9.20E+00,-3.00E-01,,
835,-2.24E+00,1.22E+01,0.00E+00,,
836,-1.76E+00,9.60E+00,0.00E+00,,
837,5.60E-01,1.16E+01,-3.00E-01,,
838,4.80E-01,1.14E+01,-3.00E-01,,
839,-1.68E+00,9.20E+00,0.00E+00,,
840,-1.84E+00,9.60E+00,-1.00E-01,,
841,8.80E-01,1.20E+01,-3.00E-01,,
842,9.60E-01,1.16E+01,-3.00E-01,,
843,-1.76E+00,9.80E+00,0.00E+00,,
844,-1.84E+00,1.20E+01,-3.00E-01,,
845,9.60E-01,1.00E+01,0.00E+00,,
846,8.80E-01,1.00E+01,0.00E+00,,
847,-1.68E+00,1.20E+01,-3.00E-01,,
848,8.80E-01,1.16E+01,-3.00E-01,,
849,-2.08E+00,9.40E+00,0.00E+00,,
850,-1.76E+00,9.60E+00,0.00E+00,,
851,4.80E-01,1.22E+01,-3.00E-01,,
852,8.00E-01,1.00E+01,-3.00E-01,,
853,-1.76E+00,1.20E+01,0.00E+00,,
854,4.80E-01,1.20E+01,-3.00E-01,,
855,-2.40E+00,9.40E+00,-1.00E-01,,
856,-1.92E+00,9.60E+00,0.00E+00,,
857,7.20E-01,1.20E+01,-3.00E-01,,
858,-2.08E+00,1.22E+01,-3.00E-01,,
859,4.80E-01,9.60E+00,0.00E+00,,
860,-2.32E+00,9.40E+00,-1.00E-01,,
861,0.00E+00,1.16E+01,-3.00E-01,,
862,7.20E-01,1.22E+01,0.00E+00,,
863,-2.32E+00,9.60E+00,-3.00E-01,,
864,-1.76E+00,1.16E+01,-3.00E-01,,
865,7.20E-01,1.00E+01,0.00E+00,,
866,-2.40E+00,9.20E+00,0.00E+00,,
867,3.20E-01,1.22E+01,-3.00E-01,,
868,-2.24E+00,9.60E+00,-3.00E-01,,
869,7.20E-01,1.20E+01,0.00E+00,,
870,-1.68E+00,1.00E+01,0.00E+00,,
871,7.20E-01,1.22E+01,-3.00E-01,,
872,7.20E-01,1.18E+01,0.00E+00,,
873,-2.40E+00,9.40E+00,-3.00E-01,,
874,7.20E-01,1.20E+01,-3.00E-01,,
875,-1.84E+00,1.00E+01,0.00E+00,,
876,-2.08E+00,9.80E+00,0.00E+00,,
877,5.60E-01,1.16E+01,-3.00E-01,,
878,-2.40E+00,9.40E+00,-3.00E-01,,
879,4.00E-01,1.22E+01,0.00E+00,,
880,-2.40E+00,9.40E+00,0.00E+00,,
881,-8.00E-02,1.16E+01,-3.00E-01,,
882,6.40E-01,1.00E+01,-3.00E-01,,
883,-1.84E+00,1.22E+01,0.00E+00,,
884,0.00E+00,9.80E+00,-3.00E-01,,
885,-1.92E+00,1.24E+01,0.00E+00,,
886,-2.24E+00,9.40E+00,0.00E+00,,
887,7.20E-01,1.20E+01,-3.00E-01,,
888,5.60E-01,1.26E+01,-3.00E-01,,
889,-2.40E+00,9.80E+00,0.00E+00,,
890,-2.00E+00,1.26E+01,0.00E+00,,
891,8.00E-01,1.02E+01,-3.00E-01,,
892,4.00E-01,1.02E+01,-3.00E-01,,
893,-1.84E+00,1.26E+01,0.00E+00,,
894,-1.68E+00,1.04E+01,-3.00E-01,,
895,5.60E-01,1.26E+01,0.00E+00,,
896,4.00E-01,1.00E+01,0.00E+00,,
897,-1.84E+00,1.26E+01,-3.00E-01,,
898,6.40E-01,1.04E+01,-3.00E-01,,
899,-1.92E+00,1.26E+01,0.00E+00,,
900,-2.40E+00,1.18E+01,0.00E+00,,
901,-4.00E-01,9.80E+00,-3.00E-01,,
902,-2.48E+00,9.80E+00,-2.00E-01,,
903,4.00E-01,1.26E+01,0.00E+00,,
904,0.00E+00,9.60E+00,-3.00E-01,,
905,-2.48E+00,1.22E+01,0.00E+00,,
906,-8.00E-02,1.02E+01,0.00E+00,,
907,-2.00E+00,1.20E+01,-3.00E-01,,
908,-2.32E+00,1.24E+01,-3.00E-01,,
909,4.80E-01,9.80E+00,0.00E+00,,
910,4.00E-01,1.02E+01,-3.00E-01,,
911,-1.92E+00,1.26E+01,0.00E+00,,
912,-1.84E+00,1.02E+01,-3.00E-01,,
913,1.60E-01,1.22E+01,0.00E+00,,
914,-2.00E+00,1.04E+01,-3.00E-01,,
915,6.40E-01,1.26E+01,0.00E+00,,
916,8.00E-02,1.20E+01,0.00E+00,,
917,-2.56E+00,1.00E+01,-3.00E-01,,
918,5.60E-01,1.26E+01,-3.00E-01,,
919,-1.76E+00,1.02E+01,0.00E+00,,
920,-2.00E+00,1.06E+01,0.00E+00,,
921,5.60E-01,1.26E+01,-3.00E-01,,
922,-2.24E+00,1.02E+01,-2.00E-01,,
923,4.00E-01,1.22E+01,0.00E+00,,
924,6.40E-01,1.24E+01,-3.00E-01,,
925,-2.40E+00,1.04E+01,0.00E+00,,
926,6.40E-01,1.24E+01,0.00E+00,,
927,-1.92E+00,1.04E+01,-3.00E-01,,
928,3.20E-01,1.22E+01,-3.00E-01,,
929,-2.08E+00,1.04E+01,0.00E+00,,
930,5.60E-01,1.28E+01,0.00E+00,,
931,-2.00E+00,1.04E+01,-3.00E-01,,
932,-2.72E+00,1.06E+01,-2.00E-01,,
933,4.80E-01,1.22E+01,0.00E+00,,
934,3.20E-01,1.26E+01,-3.00E-01,,
935,-2.00E+00,1.06E+01,0.00E+00,,
936,5.60E-01,1.00E+01,0.00E+00,,
937,-2.40E+00,1.28E+01,-3.00E-01,,
938,-2.64E+00,1.28E+01,-3.00E-01,,
939,4.00E-01,1.02E+01,0.00E+00,,
940,0.00E+00,1.28E+01,0.00E+00,,
941,-2.64E+00,1.00E+01,-3.00E-01,,
942,-2.64E+00,1.00E+01,-2.00E-01,,
943,1.60E-01,1.28E+01,0.00E+00,,
944,2.40E-01,1.28E+01,-3.00E-01,,
945,-2.00E+00,1.06E+01,0.00E+00,,
946,5.60E-01,1.28E+01,0.00E+00,,
947,-2.16E+00,1.06E+01,-3.00E-01,,
948,-2.40E-01,1.06E+01,-3.00E-01,,
949,-2.24E+00,1.22E+01,0.00E+00,,
950,2.40E-01,1.28E+01,-1.00E-01,,
951,-2.16E+00,1.04E+01,-3.00E-01,,
952,8.00E-02,1.26E+01,-3.00E-01,,
953,-2.56E+00,1.02E+01,0.00E+00,,
954,4.80E-01,1.06E+01,-3.00E-01,,
955,-2.16E+00,1.30E+01,0.00E+00,,
956,-2.64E+00,1.00E+01,0.00E+00,,
957,0.00E+00,1.26E+01,-3.00E-01,,
958,3.20E-01,1.08E+01,-3.00E-01,,
959,-2.24E+00,1.26E+01,0.00E+00,,
960,-2.80E+00,1.00E+01,-1.00E-01,,
961,8.00E-02,1.24E+01,-3.00E-01,,
962,4.80E-01,1.28E+01,0.00E+00,,
963,-2.00E+00,1.00E+01,-6.00E-01,,
964,-1.28E+00,1.20E+01,-2.00E-01,,
965,-9.60E-01,1.14E+01,0.00E+00,,
966,-9.60E-01,1.20E+01,0.00E+00,,
967,-1.36E+00,1.16E+01,-2.00E-01,,
968,-1.28E+00,1.20E+01,-2.00E-01,,
969,-9.60E-01,1.14E+01,0.00E+00,,
970,-9.60E-01,1.16E+01,0.00E+00,,
971,-1.28E+00,1.20E+01,-2.00E-01,,
972,-9.60E-01,1.20E+01,-2.00E-01,,
973,-1.20E+00,1.14E+01,0.00E+00,,
974,-1.28E+00,1.20E+01,-2.00E-01,,
975,-9.60E-01,1.14E+01,0.00E+00,,
976,-9.60E-01,1.20E+01,0.00E+00,,
977,-1.28E+00,1.14E+01,-2.00E-01,,
978,-9.60E-01,1.20E+01,-2.00E-01,,
979,-1.28E+00,1.14E+01,0.00E+00,,
980,-1.28E+00,1.20E+01,0.00E+00,,
981,-9.60E-01,1.14E+01,-2.00E-01,,
982,-1.36E+00,1.20E+01,-2.00E-01,,
983,-8.80E-01,1.16E+01,0.00E+00,,
984,-9.60E-01,1.20E+01,-2.00E-01,,
985,-1.20E+00,1.14E+01,0.00E+00,,
986,-9.60E-01,1.14E+01,0.00E+00,,
987,-1.28E+00,1.20E+01,-2.00E-01,,
988,-9.60E-01,1.14E+01,-2.00E-01,,
989,-1.28E+00,1.20E+01,0.00E+00,,
990,-1.28E+00,1.16E+01,-2.00E-01,,
991,-9.60E-01,1.20E+01,0.00E+00,,
992,-9.60E-01,1.14E+01,-2.00E-01,,
993,-1.28E+00,1.20E+01,0.00E+00,,
994,-9.60E-01,1.20E+01,-2.00E-01,,
995,-1.28E+00,1.14E+01,0.00E+00,,
996,-9.60E-01,1.14E+01,0.00E+00,,
997,-1.28E+00,1.20E+01,-2.00E-01,,
998,-9.60E-01,1.20E+01,-2.00E-01,,
999,-1.28E+00,1.14E+01,0.00E+00,,
1000,-9.60E-01,1.20E+01,0.00E+00,,
1001,-1.28E+00,1.14E+01,-2.00E-01,,
1002,-9.60E-01,1.20E+01,-2.00E-01,,
1003,-1.20E+00,1.14E+01,0.00E+00,,
1004,-1.28E+00,1.20E+01,-2.00E-01,,
1005,-9.60E-01,1.14E+01,0.00E+00,,
1006,-9.60E-01,1.20E+01,0.00E+00,,
1007,-1.28E+00,1.14E+01,-2.00E-01,,
1008,-9.60E-01,1.14E+01,-2.00E-01,,
1009,-1.28E+00,1.20E+01,0.00E+00,,
1010,-1.20E+00,1.20E+01,0.00E+00,,
1011,-8.80E-01,1.14E+01,-2.00E-01,,
1012,-9.60E-01,1.20E+01,-2.00E-01,,
1013,-1.28E+00,1.16E+01,0.00E+00,,
1014,-9.60E-01,1.20E+01,-2.00E-01,,
1015,-1.28E+00,1.14E+01,0.00E+00,,
1016,-9.60E-01,1.16E+01,0.00E+00,,
1017,-1.20E+00,1.20E+01,-2.00E-01,,
1018,-9.60E-01,1.20E+01,-2.00E-01,,
1019,-1.20E+00,1.14E+01,0.00E+00,,
1020,-9.60E-01,1.20E+01,0.00E+00,,
1021,-1.28E+00,1.14E+01,-2.00E-01,,
1022,-9.60E-01,1.14E+01,-2.00E-01,,
1023,-1.28E+00,1.20E+01,0.00E+00,,
1024,-1.20E+00,1.14E+01,-2.00E-01,,
1025,-8.80E-01,1.20E+01,-1.00E-01,,
1026,-9.60E-01,1.20E+01,0.00E+00,,
1027,-1.28E+00,1.16E+01,-2.00E-01,,
1028,-9.60E-01,1.20E+01,-2.00E-01,,
1029,-1.28E+00,1.14E+01,0.00E+00,,
1030,-9.60E-01,1.20E+01,-2.00E-01,,
1031,-1.28E+00,1.14E+01,0.00E+00,,
1032,-9.60E-01,1.20E+01,-2.00E-01,,
1033,-1.28E+00,1.16E+01,0.00E+00,,
1034,-1.20E+00,1.20E+01,-2.00E-01,,
1035,-9.60E-01,1.14E+01,0.00E+00,,
1036,-9.60E-01,1.20E+01,0.00E+00,,
1037,-1.28E+00,1.14E+01,-2.00E-01,,
1038,-1.28E+00,1.20E+01,-2.00E-01,,
1039,-9.60E-01,1.14E+01,0.00E+00,,
1040,-1.28E+00,1.20E+01,0.00E+00,,
1041,-9.60E-01,1.14E+01,-2.00E-01,,
1042,-9.60E-01,1.20E+01,-2.00E-01,,
1043,-1.28E+00,1.14E+01,0.00E+00,,
1044,-9.60E-01,1.20E+01,-2.00E-01,,
1045,-1.28E+00,1.14E+01,0.00E+00,,
1046,-9.60E-01,1.14E+01,0.00E+00,,
1047,-1.20E+00,1.20E+01,-2.00E-01,,
1048,-8.80E-01,1.20E+01,-2.00E-01,,
1049,-1.28E+00,1.14E+01,0.00E+00,,
1050,-9.60E-01,1.20E+01,-2.00E-01,,
1051,-1.28E+00,1.14E+01,-1.00E-01,,
1052,-1.20E+00,1.20E+01,-2.00E-01,,
1053,-9.60E-01,1.16E+01,0.00E+00,,
1054,-9.60E-01,1.20E+01,-2.00E-01,,
1055,-1.28E+00,1.14E+01,0.00E+00,,
1056,-1.28E+00,1.14E+01,-2.00E-01,,
1057,-9.60E-01,1.20E+01,0.00E+00,,
1058,-9.60E-01,1.20E+01,-2.00E-01,,
1059,-1.28E+00,1.14E+01,0.00E+00,,
1060,-9.60E-01,1.20E+01,-1.00E-01,,
1061,-1.28E+00,1.16E+01,-2.00E-01,,
