X,CH1,CH2,CH3,,
Sequence,Volt,Volt,Volt,Start,Increment
1062,-9.60E-01,1.20E+01,-2.00E-01,,
1063,-1.28E+00,1.16E+01,0.00E+00,,
1064,-9.60E-01,1.20E+01,-2.00E-01,,
1065,-1.28E+00,1.16E+01,0.00E+00,,
1066,-9.60E-01,1.14E+01,0.00E+00,,
1067,-1.28E+00,1.20E+01,-2.00E-01,,
1068,-9.60E-01,1.20E+01,-2.00E-01,,
1069,-1.28E+00,1.14E+01,0.00E+00,,
1070,-1.28E+00,1.20E+01,-2.00E-01,,
1071,-9.60E-01,1.14E+01,-1.00E-01,,
1072,-9.60E-01,1.20E+01,-2.00E-01,,
1073,-1.28E+00,1.14E+01,0.00E+00,,
1074,-9.60E-01,1.14E+01,-2.00E-01,,
1075,-1.20E+00,1.20E+01,0.00E+00,,
1076,-9.60E-01,1.20E+01,0.00E+00,,
1077,-1.28E+00,1.14E+01,-2.00E-01,,
1078,-1.28E+00,1.20E+01,-2.00E-01,,
1079,-9.60E-01,1.14E+01,0.00E+00,,
1080,-9.60E-01,1.16E+01,-2.00E-01,,
1081,-1.28E+00,1.20E+01,-1.00E-01,,
1082,-9.60E-01,1.20E+01,-2.00E-01,,
1083,-1.28E+00,1.14E+01,0.00E+00,,
1084,-9.60E-01,1.20E+01,-2.00E-01,,
1085,-1.28E+00,1.14E+01,0.00E+00,,
1086,-8.80E-01,1.14E+01,0.00E+00,,
1087,-1.28E+00,1.20E+01,-2.00E-01,,
1088,-9.60E-01,1.20E+01,-2.00E-01,,
1089,-1.20E+00,1.14E+01,0.00E+00,,
1090,-9.60E-01,1.16E+01,0.00E+00,,
1091,-1.28E+00,1.20E+01,-2.00E-01,,
1092,-8.80E-01,1.16E+01,-2.00E-01,,
1093,-1.20E+00,1.20E+01,0.00E+00,,
1094,-1.20E+00,1.20E+01,-2.00E-01,,
1095,-9.60E-01,1.14E+01,0.00E+00,,
1096,-9.60E-01,1.20E+01,0.00E+00,,
1097,-1.28E+00,1.14E+01,-2.00E-01,,
1098,-9.60E-01,1.20E+01,-2.00E-01,,
1099,-1.28E+00,1.14E+01,0.00E+00,,
1100,-9.60E-01,1.14E+01,-2.00E-01,,
1101,-1.28E+00,1.20E+01,-1.00E-01,,
1102,-9.60E-01,1.20E+01,-2.00E-01,,
1103,-1.28E+00,1.16E+01,0.00E+00,,
1104,-9.60E-01,1.20E+01,-2.00E-01,,
1105,-1.28E+00,1.14E+01,0.00E+00,,
1106,-8.80E-01,1.20E+01,0.00E+00,,
1107,-1.28E+00,1.14E+01,-2.00E-01,,
1108,-9.60E-01,1.20E+01,-2.00E-01,,
1109,-1.28E+00,1.16E+01,0.00E+00,,
1110,-9.60E-01,1.20E+01,0.00E+00,,
1111,-1.36E+00,1.14E+01,-2.00E-01,,
1112,-1.28E+00,1.20E+01,-2.00E-01,,
1113,-9.60E-01,1.16E+01,0.00E+00,,
1114,-9.60E-01,1.20E+01,-2.00E-01,,
1115,-1.28E+00,1.14E+01,0.00E+00,,
1116,-1.28E+00,1.20E+01,-2.00E-01,,
1117,-8.80E-01,1.14E+01,0.00E+00,,
1118,-1.28E+00,1.16E+01,-2.00E-01,,
1119,-9.60E-01,1.20E+01,0.00E+00,,
1120,-9.60E-01,1.20E+01,0.00E+00,,
1121,-1.20E+00,1.16E+01,-2.00E-01,,
1122,-9.60E-01,1.20E+01,-2.00E-01,,
1123,-1.28E+00,1.14E+01,0.00E+00,,
1124,-9.60E-01,1.16E+01,-2.00E-01,,
1125,-1.28E+00,1.20E+01,0.00E+00,,
1126,-9.60E-01,1.20E+01,-2.00E-01,,
1127,-1.20E+00,1.14E+01,0.00E+00,,
1128,-9.60E-01,1.20E+01,-2.00E-01,,
1129,-1.28E+00,1.16E+01,0.00E+00,,
1130,-9.60E-01,1.20E+01,0.00E+00,,
1131,-1.28E+00,1.14E+01,-2.00E-01,,
1132,-1.28E+00,1.20E+01,-2.00E-01,,
1133,-9.60E-01,1.16E+01,0.00E+00,,
1134,-1.28E+00,1.20E+01,-2.00E-01,,
1135,-9.60E-01,1.16E+01,0.00E+00,,
1136,-9.60E-01,1.20E+01,0.00E+00,,
1137,-1.28E+00,1.16E+01,-2.00E-01,,
1138,-1.28E+00,1.14E+01,-2.00E-01,,
1139,-9.60E-01,1.20E+01,0.00E+00,,
1140,-9.60E-01,1.20E+01,-2.00E-01,,
1141,-1.28E+00,1.16E+01,-1.00E-01,,
1142,-1.28E+00,1.14E+01,-2.00E-01,,
1143,-9.60E-01,1.20E+01,0.00E+00,,
1144,-9.60E-01,1.20E+01,-2.00E-01,,
1145,-1.28E+00,1.14E+01,0.00E+00,,
1146,-8.80E-01,1.20E+01,0.00E+00,,
1147,-1.28E+00,1.14E+01,-2.00E-01,,
1148,-1.28E+00,1.20E+01,-2.00E-01,,
1149,-9.60E-01,1.14E+01,0.00E+00,,
1150,-8.80E-01,1.20E+01,0.00E+00,,
1151,-1.28E+00,1.14E+01,-2.00E-01,,
1152,-9.60E-01,1.14E+01,-2.00E-01,,
1153,-1.36E+00,1.20E+01,0.00E+00,,
1154,-9.60E-01,1.16E+01,-2.00E-01,,
1155,-1.28E+00,1.20E+01,0.00E+00,,
1156,-1.20E+00,1.20E+01,0.00E+00,,
1157,-8.80E-01,1.14E+01,-2.00E-01,,
1158,-9.60E-01,1.14E+01,-2.00E-01,,
1159,-1.20E+00,1.20E+01,0.00E+00,,
1160,-1.20E+00,1.20E+01,0.00E+00,,
1161,-9.60E-01,1.14E+01,-2.00E-01,,
1162,-1.20E+00,1.20E+01,-2.00E-01,,
1163,-9.60E-01,1.14E+01,0.00E+00,,
1164,-9.60E-01,1.20E+01,-2.00E-01,,
1165,-1.28E+00,1.14E+01,0.00E+00,,
1166,-8.80E-01,1.20E+01,0.00E+00,,
1167,-1.28E+00,1.14E+01,-2.00E-01,,
1168,-1.28E+00,1.20E+01,-2.00E-01,,
1169,-8.80E-01,1.14E+01,0.00E+00,,
1170,-9.60E-01,1.20E+01,-1.00E-01,,
1171,-1.28E+00,1.14E+01,-2.00E-01,,
1172,-9.60E-01,1.20E+01,-2.00E-01,,
1173,-1.28E+00,1.14E+01,0.00E+00,,
1174,-9.60E-01,1.20E+01,-2.00E-01,,
1175,-1.20E+00,1.14E+01,0.00E+00,,
1176,-9.60E-01,1.20E+01,0.00E+00,,
1177,-1.28E+00,1.16E+01,-2.00E-01,,
1178,-1.20E+00,1.14E+01,-2.00E-01,,
1179,-9.60E-01,1.20E+01,0.00E+00,,
1180,-9.60E-01,1.20E+01,0.00E+00,,
1181,-1.28E+00,1.16E+01,-2.00E-01,,
1182,-9.60E-01,1.20E+01,-2.00E-01,,
1183,-1.28E+00,1.14E+01,0.00E+00,,
1184,-8.80E-01,1.20E+01,-2.00E-01,,
1185,-1.28E+00,1.14E+01,0.00E+00,,
1186,-1.28E+00,1.20E+01,-2.00E-01,,
1187,-9.60E-01,1.14E+01,0.00E+00,,
1188,-9.60E-01,1.20E+01,-2.00E-01,,
1189,-1.28E+00,1.14E+01,0.00E+00,,
1190,-9.60E-01,1.16E+01,-1.00E-01,,
1191,-1.28E+00,1.20E+01,-2.00E-01,,
1192,-1.28E+00,1.20E+01,-2.00E-01,,
1193,-9.60E-01,1.16E+01,0.00E+00,,
1194,-1.28E+00,1.20E+01,-2.00E-01,,
1195,-8.80E-01,1.14E+01,0.00E+00,,
1196,-1.28E+00,1.20E+01,0.00E+00,,
1197,-9.60E-01,1.14E+01,-2.00E-01,,
1198,-9.60E-01,1.20E+01,-2.00E-01,,
1199,-1.28E+00,1.14E+01,0.00E+00,,
