X,CH1,CH2,Start,Increment,P(Psi),V_int (cc)
76,3.20E-01,5.00E+00,,,,
77,-8.00E-02,5.40E+00,,,,
78,-8.00E-02,5.00E+00,,,,
79,3.20E-01,5.60E+00,,,,
80,-8.00E-02,5.00E+00,,,,
81,3.20E-01,5.40E+00,,,,
82,4.00E-01,5.00E+00,,,,
83,0.00E+00,5.60E+00,,,,
84,3.20E-01,5.00E+00,,,,
85,-8.00E-02,5.60E+00,,,,
86,0.00E+00,5.00E+00,,,,
87,3.20E-01,5.40E+00,,,,
88,3.20E-01,5.00E+00,,,,
89,-8.00E-02,5.60E+00,,,,
90,-8.00E-02,5.00E+00,,,,
91,4.00E-01,5.60E+00,,,,
92,0.00E+00,5.00E+00,,,,
93,3.20E-01,5.60E+00,,,,
94,0.00E+00,5.00E+00,,,,
95,3.20E-01,5.40E+00,,,,
96,3.20E-01,5.00E+00,,,,
97,-8.00E-02,5.60E+00,,,,
98,-8.00E-02,5.00E+00,,,,
99,3.20E-01,5.40E+00,,,,
100,-8.00E-02,5.40E+00,,,,
101,3.20E-01,5.00E+00,,,,
102,-8.00E-02,5.00E+00,,,,
103,4.00E-01,5.60E+00,,,,
104,-8.00E-02,5.00E+00,,,,
105,3.20E-01,5.60E+00,,,,
106,3.20E-01,5.40E+00,,,,
107,-8.00E-02,5.00E+00,,,,
108,3.20E-01,5.00E+00,,,,
109,-8.00E-02,5.60E+00,,,,
110,1.68E+00,4.00E+00,,,,
111,-1.12E+00,6.40E+00,,,,
112,1.12E+00,6.20E+00,,,,
113,-1.12E+00,4.00E+00,,,,
114,1.28E+00,6.20E+00,,,,
115,-1.12E+00,4.00E+00,,,,
116,1.28E+00,6.20E+00,,,,
117,-9.60E-01,4.00E+00,,,,
118,1.28E+00,6.20E+00,,,,
119,-1.04E+00,4.20E+00,,,,
120,-6.40E-01,4.40E+00,,,,
121,1.12E+00,6.40E+00,,,,
122,1.20E+00,6.40E+00,,,,
123,-8.80E-01,4.40E+00,,,,
124,-9.60E-01,4.60E+00,,,,
125,1.04E+00,6.60E+00,,,,
126,8.80E-01,4.80E+00,,,,
127,-7.20E-01,6.60E+00,,,,
128,8.80E-01,4.80E+00,,,,
129,-7.20E-01,6.80E+00,,,,
130,1.20E+00,4.80E+00,,,,
131,-1.04E+00,6.80E+00,,,,
132,1.20E+00,7.00E+00,,,,
133,-1.12E+00,5.00E+00,,,,
134,-1.04E+00,5.20E+00,,,,
135,1.12E+00,7.00E+00,,,,
136,9.60E-01,5.20E+00,,,,
137,-1.60E-01,6.80E+00,,,,
138,1.60E-01,6.00E+00,,,,
139,-1.60E-01,6.60E+00,,,,
140,-1.60E-01,6.60E+00,,,,
141,2.40E-01,6.00E+00,,,,
142,2.40E-01,6.60E+00,,,,
143,-1.60E-01,6.00E+00,,,,
144,-1.60E-01,6.00E+00,,,,
145,2.40E-01,6.60E+00,,,,
146,-1.60E-01,6.60E+00,,,,
147,3.20E-01,6.00E+00,,,,
148,-1.60E-01,6.60E+00,,,,
149,3.20E-01,6.00E+00,,,,
150,-1.60E-01,6.60E+00,,,,
151,2.40E-01,6.00E+00,,,,
152,-1.60E-01,6.00E+00,,,,
153,2.40E-01,6.60E+00,,,,
154,-1.60E-01,6.60E+00,,,,
155,2.40E-01,6.00E+00,,,,
156,-8.00E-02,6.00E+00,,,,
157,1.60E-01,6.60E+00,,,,
158,-1.60E-01,6.60E+00,,,,
159,3.20E-01,6.00E+00,,,,
160,2.40E-01,6.60E+00,,,,
161,-1.60E-01,6.00E+00,,,,
162,-2.40E-01,6.00E+00,,,,
163,2.40E-01,6.60E+00,,,,
164,3.20E-01,6.60E+00,,,,
165,-1.60E-01,6.00E+00,,,,
166,2.40E-01,6.00E+00,,,,
167,-8.00E-02,6.60E+00,,,,
168,2.40E-01,6.60E+00,,,,
169,-1.60E-01,6.00E+00,,,,
170,1.60E-01,6.60E+00,,,,
171,-8.00E-02,6.00E+00,,,,
172,2.40E-01,6.60E+00,,,,
173,-1.60E-01,6.00E+00,,,,
174,-1.60E-01,6.60E+00,,,,
175,2.40E-01,6.00E+00,,,,
176,-1.60E-01,6.60E+00,,,,
177,2.40E-01,6.00E+00,,,,
178,-8.00E-02,6.00E+00,,,,
179,2.40E-01,6.60E+00,,,,
180,-1.60E-01,6.60E+00,,,,
181,2.40E-01,6.00E+00,,,,
182,2.40E-01,6.60E+00,,,,
183,-1.60E-01,6.00E+00,,,,
184,-1.60E-01,6.60E+00,,,,
185,2.40E-01,6.00E+00,,,,
186,-1.60E-01,6.60E+00,,,,
187,2.40E-01,6.00E+00,,,,
188,2.40E-01,6.60E+00,,,,
189,-1.60E-01,6.00E+00,,,,
190,2.40E-01,6.00E+00,,,,
191,-1.60E-01,6.60E+00,,,,
192,2.40E-01,6.60E+00,,,,
193,-1.60E-01,6.00E+00,,,,
194,1.60E-01,6.60E+00,,,,
195,-1.60E-01,6.00E+00,,,,
196,1.60E-01,6.60E+00,,,,
197,-1.60E-01,6.00E+00,,,,
198,3.20E-01,6.60E+00,,,,
199,-1.60E-01,6.00E+00,,,,
200,-1.60E-01,6.60E+00,,,,
201,3.20E-01,6.00E+00,,,,
202,2.40E-01,6.60E+00,,,,
203,-1.60E-01,6.00E+00,,,,
204,-8.00E-02,6.00E+00,,,,
205,2.40E-01,6.60E+00,,,,
206,-8.00E-02,6.60E+00,,,,
207,2.40E-01,6.00E+00,,,,
208,2.40E-01,6.60E+00,,,,
209,-1.60E-01,6.00E+00,,,,
210,-1.60E-01,6.60E+00,,,,
211,2.40E-01,6.00E+00,,,,
212,1.60E-01,6.60E+00,,,,
213,-1.60E-01,6.00E+00,,,,
214,2.40E-01,6.60E+00,,,,
215,-2.40E-01,6.00E+00,,,,
216,-1.60E-01,6.60E+00,,,,
217,2.40E-01,6.00E+00,,,,
218,1.60E-01,6.00E+00,,,,
219,-1.60E-01,6.60E+00,,,,
220,-8.00E-02,6.00E+00,,,,
221,2.40E-01,6.60E+00,,,,
222,-1.60E-01,6.60E+00,,,,
223,2.40E-01,6.00E+00,,,,
224,-1.60E-01,6.60E+00,,,,
225,2.40E-01,6.00E+00,,,,
226,2.40E-01,6.60E+00,,,,
227,-1.60E-01,6.00E+00,,,,
228,-1.60E-01,6.00E+00,,,,
229,3.20E-01,6.60E+00,,,,
230,-1.60E-01,6.00E+00,,,,
231,2.40E-01,6.60E+00,,,,
232,-1.60E-01,6.00E+00,,,,
233,2.40E-01,6.60E+00,,,,
234,2.40E-01,6.60E+00,,,,
235,-1.60E-01,6.00E+00,,,,
236,-1.60E-01,6.60E+00,,,,
237,2.40E-01,6.00E+00,,,,
238,3.20E-01,6.60E+00,,,,
239,-1.60E-01,6.00E+00,,,,
240,2.40E-01,6.00E+00,,,,
241,-1.60E-01,6.60E+00,,,,
242,2.40E-01,6.00E+00,,,,
243,-1.60E-01,6.60E+00,,,,
244,2.40E-01,6.60E+00,,,,
245,-1.60E-01,6.00E+00,,,,
246,2.40E-01,6.00E+00,,,,
247,-1.60E-01,6.60E+00,,,,
248,-1.60E-01,6.00E+00,,,,
249,2.40E-01,6.60E+00,,,,
250,2.40E-01,6.00E+00,,,,
251,-1.60E-01,6.60E+00,,,,
252,2.40E-01,6.60E+00,,,,
253,-1.60E-01,6.00E+00,,,,
254,-1.60E-01,6.60E+00,,,,
255,2.40E-01,6.00E+00,,,,
256,-8.00E-02,6.60E+00,,,,
257,2.40E-01,6.00E+00,,,,
258,-1.60E-01,6.60E+00,,,,
259,2.40E-01,6.00E+00,,,,
260,-1.60E-01,6.00E+00,,,,
261,2.40E-01,6.60E+00,,,,
262,-1.60E-01,6.60E+00,,,,
263,3.20E-01,6.00E+00,,,,
264,-8.00E-02,6.60E+00,,,,
265,2.40E-01,6.00E+00,,,,
266,-1.60E-01,6.60E+00,,,,
267,2.40E-01,6.00E+00,,,,
268,-1.04E+00,7.00E+00,,,,
269,8.80E-01,5.00E+00,,,,
270,9.60E-01,7.20E+00,,,,
271,-9.60E-01,5.00E+00,,,,
272,-5.60E-01,5.80E+00,,,,
273,1.28E+00,7.40E+00,,,,
274,-8.80E-01,5.20E+00,,,,
275,1.04E+00,7.80E+00,,,,
276,1.12E+00,5.40E+00,,,,
277,-1.04E+00,7.60E+00,,,,
278,1.12E+00,7.80E+00,,,,
279,-1.20E+00,5.60E+00,,,,
280,-1.12E+00,5.80E+00,,,,
281,1.04E+00,7.80E+00,,,,
282,8.80E-01,8.00E+00,,,,
283,-8.80E-01,6.20E+00,,,,
284,1.12E+00,6.00E+00,,,,
285,-1.20E+00,8.20E+00,,,,
286,1.20E+00,6.20E+00,,,,
287,-1.20E+00,8.20E+00,,,,
288,8.80E-01,8.40E+00,,,,
289,-1.20E+00,6.20E+00,,,,
290,8.00E-01,8.40E+00,,,,
291,-1.12E+00,6.40E+00,,,,
292,1.04E+00,8.60E+00,,,,
293,-1.20E+00,6.60E+00,,,,
294,1.12E+00,8.80E+00,,,,
295,-1.28E+00,6.60E+00,,,,
296,8.80E-01,7.00E+00,,,,
297,-1.04E+00,8.80E+00,,,,
298,-9.60E-01,7.00E+00,,,,
299,9.60E-01,8.60E+00,,,,
300,-2.40E-01,7.80E+00,,,,
301,8.00E-02,8.40E+00,,,,
302,0.00E+00,7.80E+00,,,,
303,-3.20E-01,8.40E+00,,,,
304,-3.20E-01,7.80E+00,,,,
305,8.00E-02,8.40E+00,,,,
306,-3.20E-01,7.80E+00,,,,
307,8.00E-02,8.40E+00,,,,
308,-2.40E-01,7.80E+00,,,,
309,8.00E-02,8.40E+00,,,,
310,-3.20E-01,7.80E+00,,,,
311,8.00E-02,8.40E+00,,,,
312,0.00E+00,7.80E+00,,,,
313,-3.20E-01,8.40E+00,,,,
314,-3.20E-01,8.40E+00,,,,
315,8.00E-02,7.80E+00,,,,
316,8.00E-02,7.80E+00,,,,
317,-3.20E-01,8.40E+00,,,,
318,-2.40E-01,7.80E+00,,,,
319,8.00E-02,8.40E+00,,,,
320,8.00E-02,7.80E+00,,,,
321,-3.20E-01,8.40E+00,,,,
322,8.00E-02,7.80E+00,,,,
323,-3.20E-01,8.40E+00,,,,
324,-2.40E-01,7.80E+00,,,,
325,8.00E-02,8.40E+00,,,,
326,-2.40E-01,7.80E+00,,,,
327,8.00E-02,8.40E+00,,,,
328,8.00E-02,7.80E+00,,,,
329,-2.40E-01,8.40E+00,,,,
330,8.00E-02,8.40E+00,,,,
331,-3.20E-01,7.80E+00,,,,
332,-3.20E-01,8.20E+00,,,,
333,8.00E-02,7.80E+00,,,,
334,8.00E-02,7.80E+00,,,,
335,-3.20E-01,8.40E+00,,,,
336,8.00E-02,7.80E+00,,,,
337,-2.40E-01,8.40E+00,,,,
338,8.00E-02,8.40E+00,,,,
339,-3.20E-01,7.80E+00,,,,
340,8.00E-02,7.80E+00,,,,
341,-3.20E-01,8.40E+00,,,,
342,-2.40E-01,7.80E+00,,,,
343,8.00E-02,8.40E+00,,,,
344,8.00E-02,7.80E+00,,,,
345,-3.20E-01,8.40E+00,,,,
346,8.00E-02,7.80E+00,,,,
347,-3.20E-01,8.20E+00,,,,
348,8.00E-02,7.80E+00,,,,
349,-3.20E-01,8.40E+00,,,,
350,8.00E-02,7.80E+00,,,,
351,-3.20E-01,8.40E+00,,,,
352,8.00E-02,7.80E+00,,,,
353,-3.20E-01,8.20E+00,,,,
354,-2.40E-01,7.80E+00,,,,
355,8.00E-02,8.20E+00,,,,
356,8.00E-02,8.40E+00,,,,
357,-3.20E-01,7.80E+00,,,,
358,-2.40E-01,8.40E+00,,,,
359,8.00E-02,7.80E+00,,,,
360,-3.20E-01,7.80E+00,,,,
361,8.00E-02,8.40E+00,,,,
362,8.00E-02,7.80E+00,,,,
363,-3.20E-01,8.40E+00,,,,
364,-2.40E-01,7.80E+00,,,,
365,8.00E-02,8.40E+00,,,,
366,8.00E-02,7.80E+00,,,,
367,-3.20E-01,8.40E+00,,,,
368,-2.40E-01,7.80E+00,,,,
369,8.00E-02,8.40E+00,,,,
370,-2.40E-01,7.80E+00,,,,
371,8.00E-02,8.40E+00,,,,
372,-2.40E-01,7.80E+00,,,,
373,8.00E-02,8.40E+00,,,,
374,-2.40E-01,7.80E+00,,,,
375,8.00E-02,8.40E+00,,,,
376,8.00E-02,7.80E+00,,,,
377,-3.20E-01,8.40E+00,,,,
378,8.00E-02,7.80E+00,,,,
379,-3.20E-01,8.40E+00,,,,
380,8.00E-02,7.80E+00,,,,
381,-3.20E-01,8.40E+00,,,,
382,8.00E-02,7.80E+00,,,,
383,-3.20E-01,8.40E+00,,,,
384,-3.20E-01,8.40E+00,,,,
385,8.00E-02,7.80E+00,,,,
386,-2.40E-01,7.80E+00,,,,
387,8.00E-02,8.40E+00,,,,
388,8.00E-02,7.80E+00,,,,
389,-3.20E-01,8.40E+00,,,,
390,-2.40E-01,7.80E+00,,,,
391,8.00E-02,8.40E+00,,,,
392,8.00E-02,7.80E+00,,,,
393,-3.20E-01,8.40E+00,,,,
394,8.00E-02,7.80E+00,,,,
395,-3.20E-01,8.40E+00,,,,
396,-2.40E-01,7.80E+00,,,,
397,8.00E-02,8.40E+00,,,,
398,-3.20E-01,7.80E+00,,,,
399,8.00E-02,8.40E+00,,,,
400,8.00E-02,7.80E+00,,,,
401,-3.20E-01,8.40E+00,,,,
402,8.00E-02,7.80E+00,,,,
403,-3.20E-01,8.40E+00,,,,
404,-3.20E-01,7.80E+00,,,,
405,3.20E-01,8.80E+00,,,,
406,-1.20E+00,9.20E+00,,,,
407,8.80E-01,6.40E+00,,,,
408,1.04E+00,9.20E+00,,,,
409,-1.28E+00,7.20E+00,,,,
410,-1.28E+00,7.20E+00,,,,
411,1.12E+00,9.20E+00,,,,
412,-1.36E+00,7.20E+00,,,,
413,1.04E+00,9.40E+00,,,,
414,9.60E-01,7.40E+00,,,,
415,-1.28E+00,9.40E+00,,,,
416,9.60E-01,7.60E+00,,,,
417,-1.36E+00,9.60E+00,,,,
418,-1.36E+00,7.60E+00,,,,
419,7.20E-01,9.60E+00,,,,
420,-1.36E+00,7.80E+00,,,,
421,9.60E-01,9.80E+00,,,,
422,-1.36E+00,9.80E+00,,,,
423,8.80E-01,7.60E+00,,,,
424,-1.52E+00,7.80E+00,,,,
425,9.60E-01,1.00E+01,,,,
426,-1.60E-01,8.80E+00,,,,
427,-4.80E-01,9.20E+00,,,,
428,-4.80E-01,8.80E+00,,,,
429,0.00E+00,9.40E+00,,,,
430,-4.80E-01,8.80E+00,,,,
431,-8.00E-02,9.40E+00,,,,
432,-8.00E-02,8.80E+00,,,,
433,-4.80E-01,9.40E+00,,,,
434,-4.00E-01,8.80E+00,,,,
435,-8.00E-02,9.40E+00,,,,
436,-4.00E-01,9.40E+00,,,,
437,-8.00E-02,8.80E+00,,,,
438,-8.00E-02,9.40E+00,,,,
439,-4.00E-01,8.80E+00,,,,
440,-4.00E-01,8.80E+00,,,,
441,-8.00E-02,9.40E+00,,,,
442,-8.00E-02,8.80E+00,,,,
443,-4.80E-01,9.40E+00,,,,
444,-4.00E-01,8.80E+00,,,,
445,-8.00E-02,9.40E+00,,,,
446,-4.00E-01,8.80E+00,,,,
447,-8.00E-02,9.40E+00,,,,
448,-8.00E-02,8.80E+00,,,,
449,-4.80E-01,9.40E+00,,,,
450,-4.00E-01,9.40E+00,,,,
451,-8.00E-02,8.80E+00,,,,
452,-4.00E-01,8.80E+00,,,,
453,-8.00E-02,9.40E+00,,,,
454,-4.00E-01,8.80E+00,,,,
455,0.00E+00,9.40E+00,,,,
456,-8.00E-02,8.80E+00,,,,
457,-4.80E-01,9.40E+00,,,,
458,-8.00E-02,8.80E+00,,,,
459,-4.00E-01,9.40E+00,,,,
460,-4.00E-01,8.80E+00,,,,
461,-8.00E-02,9.40E+00,,,,
462,-4.00E-01,8.80E+00,,,,
463,-8.00E-02,9.40E+00,,,,
464,-8.00E-02,9.40E+00,,,,
465,-4.80E-01,8.80E+00,,,,
466,-4.00E-01,8.80E+00,,,,
467,-8.00E-02,9.40E+00,,,,
468,-8.00E-02,8.80E+00,,,,
469,-4.00E-01,9.40E+00,,,,
470,-4.00E-01,8.80E+00,,,,
471,-8.00E-02,9.40E+00,,,,
472,-8.00E-02,8.80E+00,,,,
473,-4.00E-01,9.40E+00,,,,
474,-8.00E-02,8.80E+00,,,,
475,-4.80E-01,9.40E+00,,,,
476,-4.00E-01,9.40E+00,,,,
477,-8.00E-02,8.80E+00,,,,
478,-8.00E-02,8.80E+00,,,,
479,-4.00E-01,9.40E+00,,,,
480,-8.00E-02,8.80E+00,,,,
481,-4.00E-01,9.40E+00,,,,
482,-8.00E-02,9.40E+00,,,,
483,-4.80E-01,8.80E+00,,,,
484,-4.00E-01,8.80E+00,,,,
485,-8.00E-02,9.40E+00,,,,
486,-4.00E-01,8.80E+00,,,,
487,-8.00E-02,9.40E+00,,,,
488,-4.00E-01,9.40E+00,,,,
489,-8.00E-02,8.80E+00,,,,
490,-4.00E-01,8.80E+00,,,,
491,0.00E+00,9.40E+00,,,,
492,-4.00E-01,8.80E+00,,,,
493,-8.00E-02,9.40E+00,,,,
494,-4.00E-01,8.80E+00,,,,
495,-8.00E-02,9.40E+00,,,,
496,-8.00E-02,8.80E+00,,,,
497,-4.00E-01,9.40E+00,,,,
498,-4.00E-01,9.40E+00,,,,
499,-8.00E-02,8.80E+00,,,,
500,-4.00E-01,8.80E+00,,,,
501,-8.00E-02,9.40E+00,,,,
502,-4.00E-01,9.40E+00,,,,
503,-8.00E-02,8.80E+00,,,,
504,-4.80E-01,8.80E+00,,,,
505,-8.00E-02,9.40E+00,,,,
506,-1.84E+00,7.60E+00,,,,
507,4.80E-01,9.80E+00,,,,
508,-1.20E+00,1.02E+01,,,,
509,1.04E+00,7.60E+00,,,,
510,9.60E-01,1.02E+01,,,,
511,-1.60E+00,8.00E+00,,,,
512,8.80E-01,8.20E+00,,,,
513,-1.60E+00,1.02E+01,,,,
514,-1.60E+00,8.40E+00,,,,
515,7.20E-01,1.06E+01,,,,
516,7.20E-01,8.40E+00,,,,
517,-1.52E+00,1.08E+01,,,,
518,7.20E-01,8.40E+00,,,,
519,-1.68E+00,1.04E+01,,,,
520,-1.60E+00,8.60E+00,,,,
521,8.00E-01,1.08E+01,,,,
522,-1.68E+00,1.06E+01,,,,
523,1.60E-01,8.80E+00,,,,
524,7.20E-01,9.20E+00,,,,
525,-1.28E+00,1.08E+01,,,,
526,4.80E-01,1.08E+01,,,,
527,-1.60E+00,9.20E+00,,,,
528,-8.00E-01,1.04E+01,,,,
529,-3.20E-01,1.00E+01,,,,
530,-3.20E-01,1.00E+01,,,,
531,-7.20E-01,1.06E+01,,,,
532,-3.20E-01,1.00E+01,,,,
533,-7.20E-01,1.04E+01,,,,
534,-7.20E-01,1.00E+01,,,,
535,-3.20E-01,1.06E+01,,,,
536,-7.20E-01,1.06E+01,,,,
537,-3.20E-01,1.00E+01,,,,
538,-3.20E-01,1.00E+01,,,,
539,-8.00E-01,1.04E+01,,,,
540,-7.20E-01,1.00E+01,,,,
541,-3.20E-01,1.06E+01,,,,
542,-6.40E-01,1.00E+01,,,,
543,-3.20E-01,1.06E+01,,,,
544,-7.20E-01,1.00E+01,,,,
545,-3.20E-01,1.06E+01,,,,
546,-3.20E-01,1.06E+01,,,,
547,-7.20E-01,9.80E+00,,,,
548,-3.20E-01,1.00E+01,,,,
549,-7.20E-01,1.06E+01,,,,
550,-3.20E-01,1.00E+01,,,,
551,-7.20E-01,1.06E+01,,,,
552,-3.20E-01,1.00E+01,,,,
553,-7.20E-01,1.06E+01,,,,
554,-3.20E-01,1.00E+01,,,,
555,-7.20E-01,1.06E+01,,,,
556,-7.20E-01,1.00E+01,,,,
557,-3.20E-01,1.06E+01,,,,
558,-3.20E-01,1.00E+01,,,,
559,-7.20E-01,1.04E+01,,,,
560,-3.20E-01,1.00E+01,,,,
561,-7.20E-01,1.06E+01,,,,
562,-3.20E-01,1.00E+01,,,,
563,-7.20E-01,1.06E+01,,,,
564,-7.20E-01,1.00E+01,,,,
565,-3.20E-01,1.06E+01,,,,
566,-3.20E-01,1.00E+01,,,,
567,-6.40E-01,1.06E+01,,,,
568,-3.20E-01,1.00E+01,,,,
569,-7.20E-01,1.06E+01,,,,
570,-7.20E-01,1.00E+01,,,,
571,-2.40E-01,1.04E+01,,,,
572,-3.20E-01,1.00E+01,,,,
573,-6.40E-01,1.06E+01,,,,
574,-3.20E-01,1.00E+01,,,,
575,-7.20E-01,1.04E+01,,,,
576,-7.20E-01,1.00E+01,,,,
577,-2.40E-01,1.06E+01,,,,
578,-3.20E-01,1.00E+01,,,,
579,-7.20E-01,1.04E+01,,,,
580,-3.20E-01,1.00E+01,,,,
581,-7.20E-01,1.04E+01,,,,
582,-3.20E-01,1.00E+01,,,,
583,-8.00E-01,1.06E+01,,,,
584,-7.20E-01,1.00E+01,,,,
585,-2.40E-01,1.06E+01,,,,
586,-7.20E-01,1.00E+01,,,,
587,-2.40E-01,1.04E+01,,,,
588,-3.20E-01,1.00E+01,,,,
589,-7.20E-01,1.06E+01,,,,
590,-3.20E-01,1.00E+01,,,,
591,-7.20E-01,1.06E+01,,,,
592,-7.20E-01,1.00E+01,,,,
593,-2.40E-01,1.06E+01,,,,
594,-3.20E-01,1.00E+01,,,,
595,-8.00E-01,1.04E+01,,,,
596,-3.20E-01,1.00E+01,,,,
597,-7.20E-01,1.06E+01,,,,
598,-3.20E-01,1.00E+01,,,,
599,-7.20E-01,1.06E+01,,,,
600,-3.20E-01,1.00E+01,,,,
601,-7.20E-01,1.06E+01,,,,
602,-7.20E-01,1.00E+01,,,,
603,-2.40E-01,1.06E+01,,,,
604,-3.20E-01,1.00E+01,,,,
605,-7.20E-01,1.04E+01,,,,
606,-3.20E-01,1.00E+01,,,,
607,-7.20E-01,1.06E+01,,,,
608,-3.20E-01,1.00E+01,,,,
609,-7.20E-01,1.06E+01,,,,
610,-7.20E-01,1.00E+01,,,,
611,-3.20E-01,1.06E+01,,,,
612,-7.20E-01,1.00E+01,,,,
613,-3.20E-01,1.06E+01,,,,
614,-7.20E-01,1.00E+01,,,,
615,-3.20E-01,1.06E+01,,,,
616,-7.20E-01,1.00E+01,,,,
617,-3.20E-01,1.06E+01,,,,
618,7.20E-01,1.16E+01,,,,
619,-1.84E+00,8.60E+00,,,,
620,8.80E-01,9.00E+00,,,,
621,-1.68E+00,1.10E+01,,,,
622,-1.84E+00,9.20E+00,,,,
623,7.20E-01,1.14E+01,,,,
624,5.60E-01,1.12E+01,,,,
625,-1.76E+00,9.40E+00,,,,
626,6.40E-01,9.60E+00,,,,
627,-1.76E+00,1.16E+01,,,,
628,5.60E-01,1.16E+01,,,,
629,-1.60E+00,9.80E+00,,,,
630,-1.76E+00,1.16E+01,,,,
631,5.60E-01,9.20E+00,,,,
632,3.20E-01,9.80E+00,,,,
633,-1.92E+00,1.18E+01,,,,
634,4.00E-01,9.80E+00,,,,
635,-2.00E+00,1.20E+01,,,,
636,4.00E-01,1.02E+01,,,,
637,-1.76E+00,1.20E+01,,,,
638,4.00E-01,1.22E+01,,,,
639,-2.08E+00,1.00E+01,,,,
640,-2.00E+00,1.04E+01,,,,
641,2.40E-01,1.22E+01,,,,
642,8.00E-02,1.04E+01,,,,
643,-1.76E+00,1.22E+01,,,,
644,-8.00E-01,1.16E+01,,,,
645,-1.20E+00,1.10E+01,,,,
646,-1.12E+00,1.16E+01,,,,
647,-7.20E-01,1.10E+01,,,,
648,-1.12E+00,1.16E+01,,,,
649,-8.00E-01,1.10E+01,,,,
650,-1.12E+00,1.16E+01,,,,
651,-7.20E-01,1.10E+01,,,,
652,-8.00E-01,1.10E+01,,,,
653,-1.12E+00,1.16E+01,,,,
654,-1.12E+00,1.16E+01,,,,
655,-8.00E-01,1.10E+01,,,,
656,-8.00E-01,1.10E+01,,,,
657,-1.20E+00,1.16E+01,,,,
658,-1.12E+00,1.16E+01,,,,
659,-8.00E-01,1.10E+01,,,,
660,-1.12E+00,1.10E+01,,,,
661,-7.20E-01,1.16E+01,,,,
662,-8.00E-01,1.16E+01,,,,
663,-1.20E+00,1.10E+01,,,,
664,-8.00E-01,1.16E+01,,,,
665,-1.12E+00,1.10E+01,,,,
666,-8.00E-01,1.16E+01,,,,
667,-1.12E+00,1.10E+01,,,,
668,-1.12E+00,1.10E+01,,,,
669,-8.00E-01,1.16E+01,,,,
670,-1.20E+00,1.10E+01,,,,
671,-7.20E-01,1.16E+01,,,,
672,-8.00E-01,1.10E+01,,,,
673,-1.12E+00,1.16E+01,,,,
