X,CH1,CH2,Start,Increment,P(Psi),V_int (cc)
Sequence,Volt,Volt,-2.50E+00,5.00E-03,8.5,11.73
669,-1.28E+00,1.06E+01,,,,
670,-9.60E-01,9.00E+00,,,,
671,1.04E+00,1.08E+01,,,,
672,-1.44E+00,1.04E+01,,,,
673,1.04E+00,8.80E+00,,,,
674,8.80E-01,1.08E+01,,,,
675,-1.04E+00,8.80E+00,,,,
676,-1.04E+00,1.10E+01,,,,
677,1.12E+00,8.80E+00,,,,
678,1.12E+00,1.08E+01,,,,
679,-1.60E+00,8.40E+00,,,,
680,1.12E+00,8.80E+00,,,,
681,-1.04E+00,1.08E+01,,,,
682,-8.80E-01,1.08E+01,,,,
683,1.20E+00,9.00E+00,,,,
684,9.60E-01,8.60E+00,,,,
685,-1.44E+00,1.10E+01,,,,
686,-1.28E+00,1.10E+01,,,,
687,1.20E+00,9.00E+00,,,,
688,1.12E+00,8.80E+00,,,,
689,-1.52E+00,1.08E+01,,,,
690,-1.44E+00,8.60E+00,,,,
691,1.20E+00,1.08E+01,,,,
692,-1.20E+00,9.20E+00,,,,
693,1.20E+00,1.10E+01,,,,
694,-1.04E+00,9.20E+00,,,,
695,8.00E-01,1.08E+01,,,,
696,-1.20E+00,1.10E+01,,,,
697,1.04E+00,8.80E+00,,,,
698,-1.12E+00,9.00E+00,,,,
699,8.00E-01,1.10E+01,,,,
700,1.20E+00,1.12E+01,,,,
701,-1.36E+00,9.00E+00,,,,
702,-8.80E-01,9.40E+00,,,,
703,1.04E+00,1.10E+01,,,,
704,-1.36E+00,1.10E+01,,,,
705,9.60E-01,8.80E+00,,,,
706,7.20E-01,1.12E+01,,,,
707,-1.12E+00,9.40E+00,,,,
708,1.12E+00,1.10E+01,,,,
709,-9.60E-01,9.20E+00,,,,
710,1.28E+00,1.12E+01,,,,
711,-1.44E+00,8.60E+00,,,,
712,-1.36E+00,1.10E+01,,,,
713,1.12E+00,9.20E+00,,,,
714,-1.12E+00,1.10E+01,,,,
715,8.80E-01,9.20E+00,,,,
716,1.04E+00,9.00E+00,,,,
717,-1.44E+00,1.14E+01,,,,
718,1.04E+00,1.14E+01,,,,
719,-9.60E-01,8.80E+00,,,,
720,8.80E-01,1.14E+01,,,,
721,-1.60E+00,9.00E+00,,,,
722,-1.20E+00,1.10E+01,,,,
723,8.80E-01,9.40E+00,,,,
724,-1.12E+00,9.60E+00,,,,
725,1.04E+00,1.14E+01,,,,
726,-9.60E-01,1.14E+01,,,,
727,8.80E-01,9.40E+00,,,,
728,-1.20E+00,1.12E+01,,,,
729,1.12E+00,9.40E+00,,,,
730,-8.80E-01,9.60E+00,,,,
731,1.20E+00,1.14E+01,,,,
732,-1.20E+00,1.14E+01,,,,
733,1.04E+00,9.60E+00,,,,
734,8.80E-01,9.20E+00,,,,
735,-1.52E+00,1.12E+01,,,,
736,1.12E+00,1.10E+01,,,,
737,-1.60E+00,9.00E+00,,,,
738,-1.20E+00,1.14E+01,,,,
739,1.12E+00,9.60E+00,,,,
740,1.12E+00,1.14E+01,,,,
741,-1.44E+00,9.20E+00,,,,
742,-1.12E+00,9.60E+00,,,,
743,1.12E+00,1.16E+01,,,,
744,-1.28E+00,9.60E+00,,,,
745,1.04E+00,1.14E+01,,,,
746,-1.52E+00,9.40E+00,,,,
747,1.20E+00,1.16E+01,,,,
748,9.60E-01,9.60E+00,,,,
749,-1.52E+00,1.16E+01,,,,
750,8.80E-01,1.14E+01,,,,
751,-1.28E+00,9.20E+00,,,,
752,-1.28E+00,9.80E+00,,,,
753,1.04E+00,1.14E+01,,,,
754,-1.12E+00,1.14E+01,,,,
755,1.20E+00,9.60E+00,,,,
756,1.20E+00,9.80E+00,,,,
757,-1.04E+00,1.14E+01,,,,
758,1.20E+00,1.18E+01,,,,
759,-1.28E+00,9.20E+00,,,,
760,9.60E-01,1.18E+01,,,,
761,-1.28E+00,9.60E+00,,,,
762,8.80E-01,9.40E+00,,,,
763,-1.36E+00,1.18E+01,,,,
764,8.00E-01,1.16E+01,,,,
765,-9.60E-01,9.60E+00,,,,
766,9.60E-01,1.18E+01,,,,
767,-1.60E+00,9.60E+00,,,,
768,-1.52E+00,1.16E+01,,,,
769,1.20E+00,9.40E+00,,,,
770,1.12E+00,1.18E+01,,,,
771,-1.04E+00,9.60E+00,,,,
772,1.04E+00,1.00E+01,,,,
773,-1.12E+00,1.18E+01,,,,
774,1.04E+00,1.14E+01,,,,
775,-1.52E+00,9.60E+00,,,,
776,-1.12E+00,1.16E+01,,,,
777,8.80E-01,9.80E+00,,,,
778,-1.04E+00,1.00E+01,,,,
779,8.80E-01,1.18E+01,,,,
780,9.60E-01,1.20E+01,,,,
781,-1.44E+00,9.60E+00,,,,
782,-8.80E-01,1.00E+01,,,,
783,1.12E+00,1.18E+01,,,,
784,-9.60E-01,1.20E+01,,,,
785,1.04E+00,9.40E+00,,,,
786,-1.36E+00,1.20E+01,,,,
787,8.80E-01,1.00E+01,,,,
788,-1.28E+00,1.00E+01,,,,
789,8.00E-01,1.20E+01,,,,
790,-1.28E+00,9.80E+00,,,,
791,1.04E+00,1.18E+01,,,,
792,-1.28E+00,1.20E+01,,,,
793,6.40E-01,9.80E+00,,,,
794,-1.04E+00,9.80E+00,,,,
795,8.80E-01,1.20E+01,,,,
796,-1.20E+00,1.20E+01,,,,
797,1.12E+00,9.60E+00,,,,
798,-1.28E+00,9.80E+00,,,,
799,1.04E+00,1.20E+01,,,,
800,1.04E+00,1.20E+01,,,,
801,-1.36E+00,9.80E+00,,,,
802,1.12E+00,1.20E+01,,,,
803,-1.44E+00,1.00E+01,,,,
804,-1.04E+00,1.02E+01,,,,
805,9.60E-01,1.22E+01,,,,
806,9.60E-01,1.22E+01,,,,
807,-1.52E+00,9.80E+00,,,,
808,-1.28E+00,1.02E+01,,,,
809,8.80E-01,1.24E+01,,,,
810,-1.60E+00,9.80E+00,,,,
811,9.60E-01,1.20E+01,,,,
812,9.60E-01,1.00E+01,,,,
813,-1.44E+00,1.22E+01,,,,
814,8.00E-01,1.00E+01,,,,
815,-1.52E+00,1.20E+01,,,,
816,-1.20E+00,1.00E+01,,,,
817,1.04E+00,1.22E+01,,,,
818,-1.12E+00,1.04E+01,,,,
819,1.12E+00,1.20E+01,,,,
820,-1.44E+00,1.22E+01,,,,
821,8.00E-01,1.02E+01,,,,
822,-1.60E+00,1.00E+01,,,,
823,1.12E+00,1.22E+01,,,,
824,1.04E+00,1.04E+01,,,,
825,-1.20E+00,1.24E+01,,,,
826,8.00E-01,1.22E+01,,,,
827,-1.52E+00,1.00E+01,,,,
828,9.60E-01,1.04E+01,,,,
829,-1.36E+00,1.22E+01,,,,
830,-1.60E+00,1.00E+01,,,,
831,8.80E-01,1.24E+01,,,,
832,9.60E-01,1.02E+01,,,,
833,-1.28E+00,1.24E+01,,,,
834,8.00E-01,1.04E+01,,,,
835,-1.36E+00,1.22E+01,,,,
836,-1.04E+00,1.26E+01,,,,
837,8.80E-01,1.04E+01,,,,
838,1.04E+00,1.24E+01,,,,
839,-1.36E+00,1.00E+01,,,,
840,-1.12E+00,1.06E+01,,,,
841,7.20E-01,1.22E+01,,,,
842,6.40E-01,1.06E+01,,,,
843,-1.12E+00,1.22E+01,,,,
844,-1.60E+00,1.02E+01,,,,
845,1.12E+00,1.22E+01,,,,
846,-1.28E+00,1.04E+01,,,,
847,1.04E+00,1.26E+01,,,,
848,8.00E-01,1.26E+01,,,,
849,-1.20E+00,1.02E+01,,,,
850,8.00E-01,1.08E+01,,,,
851,-1.52E+00,1.26E+01,,,,
852,9.60E-01,1.26E+01,,,,
853,-1.12E+00,1.04E+01,,,,
854,-1.12E+00,1.04E+01,,,,
855,1.04E+00,1.28E+01,,,,
856,-1.44E+00,1.06E+01,,,,
857,8.00E-01,1.26E+01,,,,
858,-8.00E-02,1.18E+01,,,,
859,-4.80E-01,1.12E+01,,,,
860,-4.00E-01,1.18E+01,,,,
861,-8.00E-02,1.12E+01,,,,
862,-8.00E-02,1.18E+01,,,,
863,-4.00E-01,1.14E+01,,,,
864,-4.00E-01,1.14E+01,,,,
865,-8.00E-02,1.18E+01,,,,
866,-4.00E-01,1.18E+01,,,,
867,-8.00E-02,1.14E+01,,,,
868,-4.00E-01,1.18E+01,,,,
869,-8.00E-02,1.14E+01,,,,
870,-4.00E-01,1.18E+01,,,,
871,-8.00E-02,1.14E+01,,,,
872,-8.00E-02,1.18E+01,,,,
873,-4.80E-01,1.14E+01,,,,
874,-8.00E-02,1.20E+01,,,,
875,-4.00E-01,1.14E+01,,,,
876,-8.00E-02,1.18E+01,,,,
877,-4.80E-01,1.14E+01,,,,
878,-8.00E-02,1.14E+01,,,,
879,-4.00E-01,1.20E+01,,,,
880,-8.00E-02,1.18E+01,,,,
881,-4.00E-01,1.14E+01,,,,
882,-8.00E-02,1.18E+01,,,,
883,-4.00E-01,1.14E+01,,,,
884,-8.00E-02,1.18E+01,,,,
885,-4.00E-01,1.14E+01,,,,
886,-8.00E-02,1.18E+01,,,,
887,-4.00E-01,1.14E+01,,,,
888,-8.00E-02,1.18E+01,,,,
889,-4.00E-01,1.14E+01,,,,
890,-8.00E-02,1.18E+01,,,,
891,-4.00E-01,1.12E+01,,,,
892,-4.00E-01,1.18E+01,,,,
893,-8.00E-02,1.14E+01,,,,
894,-8.00E-02,1.18E+01,,,,
895,-4.00E-01,1.16E+01,,,,
896,-4.00E-01,1.18E+01,,,,
897,0.00E+00,1.14E+01,,,,
898,-8.00E-02,1.18E+01,,,,
899,-4.00E-01,1.14E+01,,,,
900,-4.00E-01,1.14E+01,,,,
901,-8.00E-02,1.20E+01,,,,
902,-8.00E-02,1.18E+01,,,,
903,-4.00E-01,1.14E+01,,,,
904,-8.00E-02,1.18E+01,,,,
905,-4.00E-01,1.14E+01,,,,
906,-8.00E-02,1.18E+01,,,,
907,-4.00E-01,1.14E+01,,,,
908,-8.00E-02,1.18E+01,,,,
909,-4.00E-01,1.14E+01,,,,
910,-8.00E-02,1.18E+01,,,,
911,-4.00E-01,1.14E+01,,,,
912,-8.00E-02,1.20E+01,,,,
913,-4.00E-01,1.14E+01,,,,
914,-8.00E-02,1.18E+01,,,,
915,-4.00E-01,1.14E+01,,,,
916,-8.00E-02,1.16E+01,,,,
917,-4.00E-01,1.18E+01,,,,
918,-8.00E-02,1.18E+01,,,,
919,-4.00E-01,1.14E+01,,,,
920,-8.00E-02,1.18E+01,,,,
921,-4.00E-01,1.14E+01,,,,
922,-4.00E-01,1.18E+01,,,,
923,-8.00E-02,1.14E+01,,,,
924,-4.00E-01,1.18E+01,,,,
925,0.00E+00,1.14E+01,,,,
926,-4.00E-01,1.18E+01,,,,
927,-8.00E-02,1.14E+01,,,,
928,-4.00E-01,1.18E+01,,,,
929,-8.00E-02,1.14E+01,,,,
930,-4.00E-01,1.18E+01,,,,
931,-8.00E-02,1.14E+01,,,,
932,-8.00E-02,1.18E+01,,,,
933,-4.00E-01,1.12E+01,,,,
934,-8.00E-02,1.18E+01,,,,
935,-4.00E-01,1.14E+01,,,,
936,-8.00E-02,1.14E+01,,,,
937,-4.00E-01,1.20E+01,,,,
938,0.00E+00,1.14E+01,,,,
939,-4.00E-01,1.18E+01,,,,
940,-4.00E-01,1.14E+01,,,,
941,-8.00E-02,1.18E+01,,,,
942,-8.00E-02,1.18E+01,,,,
943,-4.00E-01,1.14E+01,,,,
944,-8.00E-02,1.18E+01,,,,
945,-4.00E-01,1.14E+01,,,,
946,-8.00E-02,1.18E+01,,,,
947,-4.00E-01,1.14E+01,,,,
948,-8.00E-02,1.18E+01,,,,
949,-4.00E-01,1.14E+01,,,,
950,-8.00E-02,1.18E+01,,,,
951,-4.00E-01,1.14E+01,,,,
952,-8.00E-02,1.18E+01,,,,
953,-4.00E-01,1.12E+01,,,,
954,-4.00E-01,1.18E+01,,,,
955,-8.00E-02,1.14E+01,,,,
956,-8.00E-02,1.18E+01,,,,
957,-4.00E-01,1.14E+01,,,,
958,-8.00E-02,1.18E+01,,,,
959,-4.00E-01,1.14E+01,,,,
960,-8.00E-02,1.14E+01,,,,
961,-4.00E-01,1.18E+01,,,,
962,-8.00E-02,1.14E+01,,,,
963,-4.00E-01,1.20E+01,,,,
964,-4.00E-01,1.18E+01,,,,
965,-8.00E-02,1.14E+01,,,,
966,-8.00E-02,1.18E+01,,,,
967,-4.00E-01,1.14E+01,,,,
968,-4.00E-01,1.18E+01,,,,
969,-8.00E-02,1.14E+01,,,,
970,-4.00E-01,1.18E+01,,,,
971,-8.00E-02,1.14E+01,,,,
972,-4.00E-01,1.18E+01,,,,
973,-8.00E-02,1.14E+01,,,,
974,-8.00E-02,1.18E+01,,,,
975,-4.00E-01,1.12E+01,,,,
976,-8.00E-02,1.18E+01,,,,
977,-4.00E-01,1.14E+01,,,,
978,-8.00E-02,1.18E+01,,,,
979,-4.00E-01,1.12E+01,,,,
980,-8.00E-02,1.18E+01,,,,
981,-4.00E-01,1.14E+01,,,,
982,-4.00E-01,1.18E+01,,,,
983,0.00E+00,1.14E+01,,,,
984,-4.00E-01,1.18E+01,,,,
985,-8.00E-02,1.14E+01,,,,
986,-4.00E-01,1.18E+01,,,,
987,-8.00E-02,1.14E+01,,,,
988,-8.00E-02,1.14E+01,,,,
989,-4.00E-01,1.18E+01,,,,
990,-8.00E-02,1.18E+01,,,,
991,-4.00E-01,1.14E+01,,,,
992,-4.00E-01,1.18E+01,,,,
993,-8.00E-02,1.14E+01,,,,
994,-8.00E-02,1.18E+01,,,,
995,-4.00E-01,1.14E+01,,,,
996,-4.00E-01,1.18E+01,,,,
997,-8.00E-02,1.12E+01,,,,
998,-8.00E-02,1.18E+01,,,,
999,-4.00E-01,1.12E+01,,,,
1000,-8.00E-02,1.14E+01,,,,
1001,-4.00E-01,1.20E+01,,,,
1002,-4.00E-01,1.18E+01,,,,
1003,-8.00E-02,1.14E+01,,,,
1004,-8.00E-02,1.18E+01,,,,
1005,-4.00E-01,1.14E+01,,,,
1006,-4.00E-01,1.18E+01,,,,
1007,-8.00E-02,1.14E+01,,,,
1008,-4.00E-01,1.18E+01,,,,
1009,-8.00E-02,1.14E+01,,,,
1010,-8.00E-02,1.14E+01,,,,
1011,-4.00E-01,1.20E+01,,,,
1012,-8.00E-02,1.18E+01,,,,
1013,-4.00E-01,1.14E+01,,,,
1014,0.00E+00,1.18E+01,,,,
1015,-4.00E-01,1.14E+01,,,,
1016,-8.00E-02,1.14E+01,,,,
1017,-4.00E-01,1.18E+01,,,,
1018,-8.00E-02,1.18E+01,,,,
1019,-4.00E-01,1.14E+01,,,,
1020,-4.00E-01,1.18E+01,,,,
1021,-8.00E-02,1.14E+01,,,,
1022,-4.00E-01,1.14E+01,,,,
1023,-8.00E-02,1.18E+01,,,,
1024,-8.00E-02,1.14E+01,,,,
1025,-4.00E-01,1.18E+01,,,,
1026,-8.00E-02,1.18E+01,,,,
1027,-4.00E-01,1.14E+01,,,,
1028,-4.00E-01,1.18E+01,,,,
1029,-8.00E-02,1.14E+01,,,,
1030,-4.00E-01,1.18E+01,,,,
1031,0.00E+00,1.14E+01,,,,
1032,-8.00E-02,1.18E+01,,,,
1033,-4.00E-01,1.14E+01,,,,
1034,-8.00E-02,1.18E+01,,,,
1035,-4.00E-01,1.14E+01,,,,
1036,-8.00E-02,1.14E+01,,,,
1037,-4.00E-01,1.18E+01,,,,
1038,-8.00E-02,1.18E+01,,,,
1039,-4.00E-01,1.14E+01,,,,
1040,-4.00E-01,1.18E+01,,,,
1041,0.00E+00,1.14E+01,,,,
1042,-4.00E-01,1.14E+01,,,,
1043,-8.00E-02,1.18E+01,,,,
1044,-8.00E-02,1.18E+01,,,,
1045,-4.00E-01,1.14E+01,,,,
1046,-4.00E-01,1.18E+01,,,,
1047,-8.00E-02,1.14E+01,,,,
1048,-8.00E-02,1.18E+01,,,,
1049,-4.00E-01,1.14E+01,,,,
1050,-4.00E-01,1.18E+01,,,,
1051,-8.00E-02,1.14E+01,,,,
1052,-4.00E-01,1.18E+01,,,,
1053,-8.00E-02,1.14E+01,,,,
1054,-4.00E-01,1.18E+01,,,,
1055,-8.00E-02,1.14E+01,,,,
1056,-8.00E-02,1.14E+01,,,,
1057,-4.00E-01,1.20E+01,,,,
1058,-8.00E-02,1.18E+01,,,,
1059,-4.00E-01,1.14E+01,,,,
1060,-4.00E-01,1.18E+01,,,,
1061,0.00E+00,1.14E+01,,,,
1062,-4.00E-01,1.18E+01,,,,
1063,-8.00E-02,1.12E+01,,,,
1064,-8.00E-02,1.18E+01,,,,
1065,-4.00E-01,1.14E+01,,,,
1066,-8.00E-02,1.18E+01,,,,
1067,-4.00E-01,1.14E+01,,,,
1068,-4.00E-01,1.14E+01,,,,
1069,-8.00E-02,1.20E+01,,,,
1070,-8.00E-02,1.14E+01,,,,
1071,-4.00E-01,1.18E+01,,,,
1072,-8.00E-02,1.18E+01,,,,
1073,-4.00E-01,1.12E+01,,,,
1074,-8.00E-02,1.18E+01,,,,
1075,-4.00E-01,1.14E+01,,,,
1076,-8.00E-02,1.14E+01,,,,
1077,-4.00E-01,1.18E+01,,,,
1078,-4.00E-01,1.18E+01,,,,
1079,-8.00E-02,1.14E+01,,,,
1080,-4.00E-01,1.14E+01,,,,
1081,-8.00E-02,1.18E+01,,,,
1082,-8.00E-02,1.18E+01,,,,
1083,-4.00E-01,1.14E+01,,,,
1084,-8.00E-02,1.18E+01,,,,
1085,-4.00E-01,1.14E+01,,,,
1086,-8.00E-02,1.14E+01,,,,
1087,-4.00E-01,1.20E+01,,,,
1088,-8.00E-02,1.18E+01,,,,
1089,-4.00E-01,1.14E+01,,,,
1090,-8.00E-02,1.14E+01,,,,
1091,-4.00E-01,1.20E+01,,,,
1092,-8.00E-02,1.18E+01,,,,
1093,-4.00E-01,1.14E+01,,,,
1094,-8.00E-02,1.18E+01,,,,
1095,-4.00E-01,1.12E+01,,,,
1096,-8.00E-02,1.14E+01,,,,
1097,-4.00E-01,1.18E+01,,,,
1098,-8.00E-02,1.18E+01,,,,
1099,-4.00E-01,1.14E+01,,,,
1100,-8.00E-02,1.18E+01,,,,
1101,-4.00E-01,1.12E+01,,,,
1102,-8.00E-02,1.18E+01,,,,
1103,-4.00E-01,1.12E+01,,,,
1104,-4.00E-01,1.14E+01,,,,
1105,-8.00E-02,1.20E+01,,,,
1106,-8.00E-02,1.18E+01,,,,
1107,-4.00E-01,1.14E+01,,,,
1108,-8.00E-02,1.18E+01,,,,
1109,-4.00E-01,1.12E+01,,,,
1110,-8.00E-02,1.18E+01,,,,
1111,-4.00E-01,1.14E+01,,,,
1112,-8.00E-02,1.14E+01,,,,
1113,-4.00E-01,1.20E+01,,,,
1114,-8.00E-02,1.14E+01,,,,
1115,-4.80E-01,1.20E+01,,,,
1116,-8.00E-02,1.14E+01,,,,
1117,-4.00E-01,1.18E+01,,,,
1118,-8.00E-02,1.18E+01,,,,
1119,-4.00E-01,1.14E+01,,,,
1120,-4.00E-01,1.18E+01,,,,
1121,0.00E+00,1.12E+01,,,,
1122,-8.00E-02,1.18E+01,,,,
1123,-4.00E-01,1.14E+01,,,,
1124,-8.00E-02,1.18E+01,,,,
1125,-4.00E-01,1.14E+01,,,,
1126,-8.00E-02,1.18E+01,,,,
1127,-4.00E-01,1.14E+01,,,,
1128,-4.00E-01,1.18E+01,,,,
1129,-8.00E-02,1.12E+01,,,,
1130,-8.00E-02,1.18E+01,,,,
1131,-4.00E-01,1.12E+01,,,,
1132,-8.00E-02,1.18E+01,,,,
1133,-4.00E-01,1.12E+01,,,,
1134,-8.00E-02,1.14E+01,,,,
1135,-4.00E-01,1.18E+01,,,,
1136,-4.00E-01,1.18E+01,,,,
1137,-8.00E-02,1.12E+01,,,,
1138,-8.00E-02,1.18E+01,,,,
1139,-4.00E-01,1.14E+01,,,,
1140,-8.00E-02,1.18E+01,,,,
1141,-4.00E-01,1.14E+01,,,,
1142,-8.00E-02,1.18E+01,,,,
1143,-4.00E-01,1.14E+01,,,,
1144,-8.00E-02,1.18E+01,,,,
1145,-4.00E-01,1.14E+01,,,,
1146,-8.00E-02,1.18E+01,,,,
1147,-4.00E-01,1.14E+01,,,,
1148,-4.00E-01,1.18E+01,,,,
1149,-8.00E-02,1.14E+01,,,,
1150,-4.00E-01,1.18E+01,,,,
1151,-8.00E-02,1.14E+01,,,,
1152,-4.00E-01,1.18E+01,,,,
1153,0.00E+00,1.14E+01,,,,
1154,-8.00E-02,1.18E+01,,,,
1155,-4.00E-01,1.14E+01,,,,
1156,-8.00E-02,1.18E+01,,,,
1157,-4.00E-01,1.14E+01,,,,
1158,-4.00E-01,1.18E+01,,,,
1159,-8.00E-02,1.14E+01,,,,
1160,-8.00E-02,1.14E+01,,,,
1161,-4.00E-01,1.18E+01,,,,
1162,-8.00E-02,1.18E+01,,,,
1163,-4.00E-01,1.14E+01,,,,
1164,-8.00E-02,1.18E+01,,,,
1165,-4.00E-01,1.14E+01,,,,
1166,-4.00E-01,1.18E+01,,,,
1167,-8.00E-02,1.14E+01,,,,
1168,-8.00E-02,1.18E+01,,,,
1169,-4.00E-01,1.14E+01,,,,
1170,-4.00E-01,1.18E+01,,,,
1171,-8.00E-02,1.14E+01,,,,
1172,-8.00E-02,1.18E+01,,,,
1173,-4.00E-01,1.14E+01,,,,
1174,-8.00E-02,1.18E+01,,,,
1175,-4.00E-01,1.14E+01,,,,
1176,-4.00E-01,1.18E+01,,,,
1177,0.00E+00,1.12E+01,,,,
1178,-8.00E-02,1.18E+01,,,,
1179,-4.00E-01,1.14E+01,,,,
1180,-8.00E-02,1.14E+01,,,,
1181,-4.80E-01,1.18E+01,,,,
1182,-8.00E-02,1.18E+01,,,,
1183,-4.00E-01,1.14E+01,,,,
1184,-8.00E-02,1.16E+01,,,,
1185,-4.00E-01,1.18E+01,,,,
1186,-4.00E-01,1.18E+01,,,,
1187,-8.00E-02,1.14E+01,,,,
1188,-4.00E-01,1.18E+01,,,,
1189,-8.00E-02,1.14E+01,,,,
1190,-4.00E-01,1.14E+01,,,,
1191,0.00E+00,1.20E+01,,,,
1192,-8.00E-02,1.18E+01,,,,
1193,-4.00E-01,1.14E+01,,,,
1194,-4.00E-01,1.18E+01,,,,
1195,-8.00E-02,1.14E+01,,,,
1196,-8.00E-02,1.18E+01,,,,
1197,-4.00E-01,1.12E+01,,,,
1198,-4.00E-01,1.18E+01,,,,
1199,-8.00E-02,1.14E+01,,,,
